advertiser_id,review_rating_mean,review_rating_count,review_rating_std,responsiveness_mean,negotiation_skills_mean,professionalism_communication_mean,market_expertise_mean,for_sale_price.min_first,for_sale_price.max_first,for_sale_price.count_first,recently_sold.count_first,review_count_first,agent_rating_first,recommendations_count_first,experience_years_first,served_areas_as_name_state_first,specializations_joined_first,designations_joined_first,full_name_first,state_first,experience_years_calc,rating_consistency,price_range_expertise,transaction_volume,avg_skill_score,market_coverage,certification_count,specialization_count,sentiment_score_mean,sentiment_score_std,sentiment_score_count,sentiment_confidence_mean,responsiveness_semantic_score_mean,responsiveness_semantic_score_sum,negotiation_semantic_score_mean,negotiation_semantic_score_sum,communication_semantic_score_mean,communication_semantic_score_sum,professionalism_semantic_score_mean,professionalism_semantic_score_sum,friendliness_semantic_score_mean,friendliness_semantic_score_sum,market_knowledge_semantic_score_mean,market_knowledge_semantic_score_sum,reliability_semantic_score_mean,reliability_semantic_score_sum,problem_solving_semantic_score_mean,problem_solving_semantic_score_sum,enthusiasm_score_mean,frustration_score_mean,satisfaction_score_mean,urgency_score_mean,review_length_mean,review_depth_score_mean,specificity_score_mean,mentions_agent_name_sum,mentions_company_sum,mentions_location_sum,mentions_time_period_sum,sentiment_consistency,overall_skill_competency,skill_mentions_density,emotional_balance,review_quality_score,experience_years_calc_normalized,review_rating_mean_normalized,transaction_volume_normalized,market_coverage_normalized,certification_count_normalized,specialization_count_normalized,client_satisfaction_score,professional_competence_score,market_expertise_score
606144,5.0,1,,5.0,5.0,5.0,5.0,99000,1474900,10,0,1,5.0,0,19.77,"Las Vegas_NV, Henderson, Summerlin, Anthem, Green Valley, North Las Vegas","Excellent Communication and Superior Customer serv, Straight up honesty no fluff, Buyer's agent, Seller's agent",,Nick Laymon,Nevada,19.77,1.0,14.134620074008863,10,5.0,6,1,4,0.9616259932518005,,1.0,0.9616259932518005,0.5788833722472191,0.5788833722472191,0.6471689492464066,0.6471689492464066,0.5782520100474358,0.5782520100474358,0.6065341755747795,0.6065341755747795,0.6191264539957047,0.6191264539957047,0.6251358091831207,0.6251358091831207,0.5928485542535782,0.5928485542535782,0.521025151014328,0.521025151014328,0.0,0.0,0.0,0.0,83.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.5961218094453216,4.7689744755625725,0.0,0.33251567459726544,0.3906342620035566,1.0,0.031446540880503145,0.004646840148698885,0.0,0.07894736842105263,0.998583267361013,0.6208061711297306,0.06338255697593045
610803,5.0,21,0.0,4.76,4.76,5.0,5.0,17999,2900000,39,90,21,5.0,4,29.69,"Elberon_IA, Anchor Point_AK, Clam Gulch_AK, Homer_AK, Ninilchik_AK, Seldovia_AK, Homer  Anchor Point Halibut Cove Seldovia Ninilchik Soldotna Kenai Anchorage","Real Estate Sales and Property Management, Buyer's agent, Seller's agent, Residential, Multi Family, Commercial, Investment, New Construction, Land Development","GRI, C2EX",Gina Pelaia,Alaska,29.69,1.0,14.873996096484852,39,4.88,7,2,9,0.8964456646215349,0.14000326228609128,21.0,0.8964456646215349,0.5729098217118354,12.031106255948544,0.635242528858639,13.340093106031418,0.5694782411058744,11.959043063223362,0.6206277289560863,13.033182308077812,0.6139444605935187,12.892833672463894,0.6400710463169075,13.441491972655058,0.6016437837055751,12.634519457817078,0.5686843479495673,11.942371306940913,0.027210884353741496,0.0,0.015873015873015872,0.023809523809523808,56.38095238095238,0.07936507936507936,0.09047619047619049,0.0,0.0,0.0,0.0,0.8771904722401079,0.6028252448997504,4.822601959198003,0.04308390022675737,0.30187163338096884,0.5866429559375618,1.0,0.12264150943396226,0.0055762081784386614,0.1,0.21052631578947367,0.9961768702496472,0.7334154157634485,0.1502424541567305
617293,5.0,2,0.0,5.0,5.0,5.0,5.0,159900,749900,9,116,2,5.0,3,22.77,"Kennett Square_PA, Hockessin_DE, Middletown_DE, Newark_DE, Wilmington_DE, Avondale_PA, Chadds Ford_PA, Camden Wyoming_DE, West Chester_PA, Landenberg_PA, We serve Delaware, Pennsylvania, and Maryland","New Construction, Selling, Buying, Luxury Homes, Buyer's agent, Seller's agent",,Erik Hoferer,Delaware,22.77,1.0,13.287881205706665,9,5.0,13,1,6,0.46806398034095764,0.661942429056516,2.0,0.8560037910938263,0.5762431621551514,1.1524863243103027,0.6664336025714874,1.3328672051429749,0.5678725466132164,1.1357450932264328,0.5881506111472845,1.176301222294569,0.6005976460874081,1.2011952921748161,0.6210521943867207,1.2421043887734413,0.5916909445077181,1.1833818890154362,0.560686681419611,1.121373362839222,0.0,0.0,0.0,0.08333333333333333,18.5,0.0,0.1,0.0,0.0,0.0,0.0,0.601705560022136,0.5965909236110747,4.7727273888885975,0.0,0.20822486793418205,0.44991108476585656,1.0,0.02830188679245283,0.011152416356877323,0.0,0.13157894736842105,0.9803614168869874,0.6575708746186141,0.058592296260330065
617437,5.0,1,,5.0,5.0,5.0,5.0,120000,4900000,120,0,1,5.0,42,,"Henderson_NV, Boulder City_NV, Las Vegas_NV, Summerlin South","Residential, Investment Property, Luxury Condominium, Luxury Homes, REO, Buyer's agent, Seller's agent",,Craig Tann,Nevada,0.0,1.0,15.379951522877594,120,5.0,4,1,7,0.9581378698348999,,1.0,0.9581378698348999,0.5796142369508743,0.5796142369508743,0.6551945954561234,0.6551945954561234,0.560803733766079,0.560803733766079,0.589220829308033,0.589220829308033,0.6017565876245499,0.6017565876245499,0.6606192588806152,0.6606192588806152,0.6099104136228561,0.6099104136228561,0.531465969979763,0.531465969979763,0.2857142857142857,0.0,0.0,0.0,29.0,0.16666666666666666,0.1,0.0,0.0,0.0,0.0,1.0,0.5985732031986117,4.788585625588894,0.2857142857142857,0.300738509566396,0.0,1.0,0.37735849056603776,0.0027881040892193307,0.0,0.15789473684210525,0.9984544890886276,0.3785267751379879,0.38896369643730555
621450,5.0,1,,5.0,5.0,5.0,5.0,294900,509900,4,11,1,5.0,1,36.02,"Bedford_TX, Colleyville_TX, Euless_TX, Grapevine_TX, Haslet_TX, Hurst_TX, Southlake_TX, Keller_TX, Justin_TX, Roanoke_TX, Collin, Denton, Tarrant, Wise Counties","Waterfront, Subdivisions, Vacant Land, Luxury Homes, residential, Residential, Investors, First Time Buyer, Listing Specialist, Buyer's agent, Seller's agent",SFR,Michael Lansford,Texas,36.02,1.0,12.278402609392115,4,5.0,14,1,11,0.9490883946418762,,1.0,0.9490883946418762,0.5538649149239063,0.5538649149239063,0.6401234120130539,0.6401234120130539,0.5594526901841164,0.5594526901841164,0.6277549266815186,0.6277549266815186,0.606701597571373,0.606701597571373,0.6365125924348831,0.6365125924348831,0.6138866245746613,0.6138866245746613,0.558641467243433,0.558641467243433,0.0,0.0,0.0,0.0,12.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.5996172782033682,4.7969382256269455,0.0,0.22056362811435887,0.7117170519660146,1.0,0.012578616352201259,0.012081784386617101,0.0,0.2631578947368421,0.9981203908810626,0.8199483150278498,0.041528797890984744
621731,5.0,2,0.0,5.0,5.0,5.0,5.0,20000,546250,16,26,2,5.0,0,19.53,"Hammond_LA, Amite City_LA, Fluker_LA, Greensburg_LA, Independence_LA, Kentwood_LA, Loranger_LA, Maurepas_LA, Natalbany_LA, Pine Grove_LA, Ponchatoula_LA, Robert_LA, Roseland_LA, Springfield_LA, Tangipahoa_LA, Tickfaw_LA, Denham Springs_LA, Albany_LA, French Settlement_LA, Holden_LA, Livingston_LA, Walker_LA","Commercial properties, Residential, Vacant Land",,Kelly Cox,Louisiana,19.53,1.0,13.173535464446566,16,5.0,22,1,3,0.838854968547821,0.173268223039196,2.0,0.838854968547821,0.5555533561855555,1.111106712371111,0.6734678819775581,1.3469357639551163,0.5535012800246477,1.1070025600492954,0.6156171970069408,1.2312343940138817,0.6093000285327435,1.218600057065487,0.6316547319293022,1.2633094638586044,0.6146707870066166,1.2293415740132332,0.5607611052691936,1.1215222105383873,0.07142857142857142,0.0,0.16666666666666666,0.0,165.0,0.25,0.3,0.0,0.0,0.0,0.0,0.8523200239836313,0.6018157959915698,4.814526367932558,0.23809523809523808,0.4967192673013926,0.38589211618257263,1.0,0.050314465408805034,0.019516728624535316,0.0,0.05263157894736842,0.99405067531345,0.6178649948506199,0.07907488866240572
658605,5.0,8,0.0,5.0,5.0,5.0,5.0,75000,795000,7,39,8,5.0,21,25.28,"Alderson_WV, Asbury_WV, Caldwell_WV, Frankford_WV, Gap Mills_WV, Maxwelton_WV, Ronceverte_WV, Sinks Grove_WV, Smoot_WV, Union_WV, White Sulphur Springs_WV, Williamsburg_WV, Wolfcreek_WV, Lewisburg_WV, Beckley_WV, Summersville_WV, Fayetteville_WV, Ghent, Hurricane","Lewisburg WV Real Estate Homes Land Greenbrier Cou, Luxury Home Specialist, Commercial Broker, Country Estates, Farms, Luxury Homes, Residential Homes, Buyer's agent, Seller's agent","ABR, EPRO, GRN, MRP, C2EX",Alisha Patterson,West Virginia,25.28,1.0,13.487009268766158,7,5.0,19,5,9,0.7818841710686684,0.5045541188734946,8.0,0.8984900191426277,0.5590913225896657,4.472730580717325,0.6365619180724025,5.09249534457922,0.5612452505156398,4.489962004125118,0.5957709813956171,4.766167851164937,0.5900525064207613,4.720420051366091,0.6392053533345461,5.113642826676369,0.6066567730158567,4.853254184126854,0.5643109669908881,4.514487735927105,0.17857142857142855,0.020833333333333332,0.10416666666666666,0.0,99.75,0.16666666666666666,0.17500000000000002,0.0,0.0,0.0,0.0,0.6646487404180119,0.5941118840419222,4.752895072335377,0.2619047619047619,0.3959251987162742,0.49950602647698084,1.0,0.0220125786163522,0.016728624535315983,0.4,0.21052631578947367,0.9919473664568209,0.6888317473394653,0.05335421296793457
665026,1.0,2,0.0,2.0,1.0,1.0,1.0,249950,750000,11,78,2,1.0,0,,Henrico_VA,"Buyer's agent, Seller's agent",,Patrick Gee,Virginia,0.0,1.0,13.122467371996704,11,1.25,1,1,2,-0.5197140574455261,0.0,2.0,0.5197140574455261,0.5806554034352303,1.1613108068704605,0.6681998670101166,1.3363997340202332,0.5750412791967392,1.1500825583934784,0.5587735213339329,1.1175470426678658,0.5893591195344925,1.178718239068985,0.5719934701919556,1.1439869403839111,0.5987939834594727,1.1975879669189453,0.5558966621756554,1.1117933243513107,0.0,0.0,0.0,0.0,192.0,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,1.0,0.5873391632921994,4.698713306337595,0.0,0.5090947446676265,0.0,0.0,0.03459119496855346,0.0,0.0,0.02631578947368421,0.2103802719967953,0.09463169378449697,0.06376111686818642
680985,4.93,27,0.38,,,,,180000,950000,12,0,27,4.9,0,18.86,"Henderson_NV, North Las Vegas_NV, Las Vegas_NV, Boulder City, Pahrump, Logandale","land, new homes, resale, short sale, fine properties, first time home buyers, expired listings, for sale by owners, sellers, buyers, investors, Buyer's agent, Seller's agent",,Rochelle Vannoy,Nevada,18.86,0.7246376811594204,13.554148391229091,12,,6,1,13,0.8453031480312347,0.28750569838660484,27.0,0.8810185271280783,0.5655967158230918,15.27111132722348,0.6365358672208257,17.18646841496229,0.5823216060935347,15.722683364525437,0.6151586266027557,16.609282918274403,0.6307086636898694,17.029133919626474,0.6355900398834988,17.160931076854467,0.6107764210965898,16.490963369607925,0.5569797047021523,15.038452026958112,0.037037037037037035,0.0,0.030864197530864196,0.0,42.48148148148148,0.06790123456790123,0.05555555555555555,0.0,0.0,0.0,0.0,0.7766955915248506,0.6042084556390397,4.833667645112318,0.06790123456790123,0.2701672685568499,0.37265362576565897,0.9824999999999999,0.03773584905660377,0.004646840148698885,0.0,0.3157894736842105,0.9788995794001828,0.4582435010162407,0.0678555133945574
682721,3.0,2,2.83,3.0,3.0,3.0,3.0,240000,355000,4,0,2,3.0,1,,"Las Vegas_NV, North Las Vegas_NV, Goldfield_NV, Blue Diamond_NV, Henderson_NV, Boulder City_NV, Nellis AFB_NV, Overton_NV, Rocky Point_NC, Salt Lake City_UT, Craig_CO, Glenbrook_NV, Kingston_OH, Sun Valley_AZ, Cheyenne_WY, Eastchester_NY, Paradise_CA, New Harmony_UT, The Lakes_NV, Anaheim_CA","Equestrian, Luxury, High Rise, Summerlin, Iron Mountain Ranch, Aliante, Southern Highlands, Henderson, Golf Course, Residential, Rhodes Ranch, Centennial Hills",,Paul Caruso,Utah,0.0,0.2610966057441253,11.652704798498508,4,3.0,20,1,12,0.028173506259918213,1.3535758798961075,2.0,0.9571226835250854,0.6102956719696522,1.2205913439393044,0.6742882803082466,1.3485765606164932,0.6247799694538116,1.2495599389076233,0.6470548659563065,1.294109731912613,0.6611231118440628,1.3222462236881256,0.6492994390428066,1.2985988780856133,0.6525520607829094,1.3051041215658188,0.5685624144971371,1.1371248289942741,0.07142857142857142,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.42488538761033806,0.6359944767318666,5.087955813854933,0.07142857142857142,0.1943207071298628,0.0,0.5,0.012578616352201259,0.017657992565055763,0.0,0.2894736842105263,0.5905146108463202,0.22711606508279272,0.040177165412997
689816,5.0,2,0.0,5.0,5.0,5.0,5.0,99000,1900000,26,2,2,5.0,2,19.44,"Foreman_AR, Lewisville_AR, Texarkana_TX, Hooks_TX, Maud_TX, Nash_TX, New Boston_TX, Redwater_TX, Texarkana_AR, Texarkana USA  Pleasant Grove  Redlick  Redwater Wake Village Liberty Eylau","Bank Owned, Luxury Residential, Relocation, Luxury Listings, Residential Properties, Farm and Ranch, Duplexes and Commercial Buildings, Buyer's agent, Seller's agent","ABR, CRS",Teresa Liepman,Arkansas,19.44,1.0,14.403853734651646,26,5.0,10,2,9,0.9813947379589081,0.0008290706570577965,2.0,0.9813947379589081,0.5523415859788656,1.1046831719577312,0.6416231840848923,1.2832463681697845,0.5610241927206516,1.1220483854413033,0.6221471428871155,1.244294285774231,0.6039295494556427,1.2078590989112854,0.6484660729765892,1.2969321459531784,0.6050764955580235,1.210152991116047,0.524872537702322,1.049745075404644,0.07142857142857142,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9991716161317002,0.5949350951705128,4.759480761364102,0.07142857142857142,0.19885116028035155,0.38411381149970364,1.0,0.08176100628930817,0.008364312267657992,0.1,0.21052631578947367,0.9993131110294664,0.616887321446408,0.11105866521983741
690792,4.88,23,0.29,4.88,4.47,4.88,4.94,54000,529900,10,60,23,4.9,11,,"Corbin_KY, East Bernstadt_KY, London_KY, Williamsburg_KY, Barbourville_KY, Manchester_KY","Buyer, Commericial, Golf, Lake, Luxury Homes, Relocation, Residential, Seller",,Sherry Watkins,Kentucky,0.0,0.7751937984496123,13.072967229663934,10,4.7925,6,1,8,0.8216437309980392,0.27210642887685915,20.0,0.8529019355773926,0.5867459464818239,11.734918929636478,0.6403915155678988,12.807830311357975,0.5864453107118607,11.728906214237213,0.6205802343785762,12.411604687571526,0.6335497163236141,12.670994326472282,0.6282647786661982,12.565295573323965,0.6297396264970303,12.594792529940605,0.5745610287413001,11.491220574826002,0.06428571428571428,0.016666666666666666,0.008333333333333333,0.0,50.0,0.05,0.075,0.0,0.0,0.0,0.0,0.786097748820355,0.6125347696710378,4.9002781573683025,0.05595238095238095,0.2784095379634595,0.0,0.97,0.031446540880503145,0.004646840148698885,0.0,0.18421052631578946,0.9693258466910613,0.36281791396976143,0.06083434881975491
702931,4.86,43,0.35,4.85,4.54,5.0,4.62,26000,759000,12,19,43,4.9,12,18.53,"Elgin_AZ, Nogales_AZ, Patagonia_AZ, Sonoita_AZ","horse property, land, Luxury homes, view property, Buyer's agent, Seller's agent","ABR, EPRO, SFR",Jean Miller,Arizona,18.53,0.7407407407407407,13.504903709378027,12,4.7525,4,3,6,0.8625127825626108,0.2131750474489581,43.0,0.8881956921067349,0.5712162026225828,24.562296712771058,0.646763855548099,27.81084578856826,0.5691590472665984,24.47383903246373,0.6140937018533086,26.40602917969227,0.6127422787249088,26.34791798517108,0.6524205001634221,28.05408150702715,0.613740051555079,26.3908222168684,0.5465822340758127,23.50303606525995,0.05647840531561461,0.003875968992248062,0.04263565891472868,0.015503875968992248,63.86046511627907,0.10077519379844961,0.09302325581395349,0.0,0.0,0.0,0.0,0.8242833563901444,0.6033397339762264,4.826717871809811,0.09523809523809523,0.31855135057960143,0.366133175261806,0.9650000000000001,0.03773584905660377,0.0027881040892193307,0.2,0.13157894736842105,0.9668477395586967,0.5871235537192377,0.06768725346447649
718551,4.93,81,0.26,4.89,4.89,4.88,4.86,339000,634900,5,27,81,4.9,2,19.53,"Denver_CO, Wheat Ridge_CO, Arvada_CO, Littleton, Golden","Sellers, Buyers, Millineals, 1st time home buyers, Luxury Homes, First time homebuyers, move up home buyers and sellers, investors, luxury homes, Buyer's agent, Seller's agent",,Kathi Spencer,Colorado,19.53,0.7936507936507936,12.597783597405675,5,4.88,5,1,11,0.8306116324204665,0.32901026019319735,65.0,0.8873456789897038,0.5649358651958979,36.720831237733364,0.6219204978874097,40.42483236268163,0.5660235782941947,36.79153258912265,0.6012591650422949,39.08184572774917,0.6200744987107241,40.30484241619706,0.6238231726348973,40.548506221268326,0.594029046767033,38.61188803985715,0.5560687132466298,36.144466361030936,0.05714285714285714,0.010256410256410256,0.038461538461538464,0.01282051282051282,68.66153846153846,0.1358974358974359,0.08153846153846153,0.0,0.0,0.0,0.0,0.7524396386937078,0.5935168172223851,4.748134537779081,0.08534798534798534,0.3334394138197557,0.38589211618257263,0.9824999999999999,0.015723270440251572,0.0037174721189591076,0.0,0.2631578947368421,0.9789969502226455,0.6087803522473081,0.04500321831789316
747073,5.0,1,,5.0,5.0,5.0,5.0,319900,799900,4,87,1,5.0,0,,"St. Charles_IL, Elgin_IL, Geneva_IL, South Elgin_IL, Bartlett_IL, Batavia_IL, North Aurora_IL, Hampshire_IL, Dundee_IL, Gilberts_IL, Saint Charles South Elgin Geneva Bartlett Wayne Campton Hills Elburn Elgin","First-Time Buyers, Buyer's Agent, Listing Agent, Relocation, Investments, luxury home sales, New Construction, Buyer's agent, Seller's agent","ABR, EPRO, C2EX",Amy Adorno,Illinois,0.0,1.0,13.08154554954206,4,5.0,11,3,9,0.9609457850456238,,1.0,0.9609457850456238,0.5954757258296013,0.5954757258296013,0.6717042028903961,0.6717042028903961,0.5707075744867325,0.5707075744867325,0.5858899056911469,0.5858899056911469,0.5949469357728958,0.5949469357728958,0.6698596775531769,0.6698596775531769,0.5976921692490578,0.5976921692490578,0.5477690435945988,0.5477690435945988,0.42857142857142855,0.0,0.0,0.0,69.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.6042556543834507,4.834045235067606,0.42857142857142855,0.3449097145229616,0.0,1.0,0.012578616352201259,0.00929368029739777,0.2,0.21052631578947367,0.9985581547066759,0.3787773105388972,0.04338143126451534
755054,5.0,1,,5.0,5.0,5.0,5.0,110000,3688000,15,0,1,5.0,0,,"Basin_WY, Burlington_WY, Byron_WY, Cody_WY, Deaver_WY, Frannie_WY, Greybull_WY, Lovell_WY, Meeteetse_WY, Powell_WY, Ralston_WY, Wapiti_WY","Commercial, Horse Property, Land, New, Relocation, Residential, Buyer's agent, Seller's agent",CRS,Julie Snelson,Wyoming,0.0,1.0,15.090315102022137,15,5.0,12,1,8,0.14765445149166084,,1.0,0.14765445149166084,0.5863547474145889,0.5863547474145889,0.6510991752147675,0.6510991752147675,0.5685144066810608,0.5685144066810608,0.578898474574089,0.578898474574089,0.5836695805191994,0.5836695805191994,0.6043440997600555,0.6043440997600555,0.6131324991583824,0.6131324991583824,0.6330753117799759,0.6330753117799759,0.2857142857142857,0.0,0.0,0.0,443.0,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,1.0,0.6023860368877649,4.8190882951021194,0.2857142857142857,0.6190828070792668,0.0,1.0,0.04716981132075472,0.010223048327137546,0.0,0.18421052631578946,0.9685321950821895,0.3785267751379879,0.08049217780405518
758928,5.0,1,,5.0,5.0,5.0,5.0,95000,1500000,9,68,1,5.0,2,,"Missoula_MT, Lolo_MT, Missoula Lolo Frenchtown Alberton Huson Clinton Potomac Turah","buyers, golf, Golf community, highend, land, luxury homes, multifamily, patio, sellers, Residential, Buyer's agent, Seller's agent",,Tory Dailey,Montana,0.0,1.0,14.155549284236514,9,5.0,3,1,12,0.9592360258102417,,1.0,0.9592360258102417,0.5487037971615791,0.5487037971615791,0.637473076581955,0.637473076581955,0.5533912889659405,0.5533912889659405,0.6125342026352882,0.6125342026352882,0.5964399799704552,0.5964399799704552,0.6201727837324142,0.6201727837324142,0.5855123400688171,0.5855123400688171,0.5362584888935089,0.5362584888935089,0.14285714285714285,0.0,0.0,0.0,61.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.5863107447512448,4.690485958009958,0.14285714285714285,0.3142947297693721,0.0,1.0,0.02830188679245283,0.0018587360594795538,0.0,0.2894736842105263,0.9984950319858855,0.3785267751379879,0.060424589384991303
760901,5.0,28,0.0,4.93,4.86,5.0,5.0,499000,525000,2,37,28,5.0,0,,Overland Park_KS,,,Tammy Bernhardt,Kansas,0.0,1.0,10.165928737122114,2,4.9475,1,1,1,0.8872102216670388,0.22247338891254442,19.0,0.9139559268951416,0.5577197540551424,10.596675327047706,0.619335546697441,11.767375387251377,0.5696490296211681,10.823331562802196,0.606213134762488,11.51804956048727,0.6232751984345285,11.842228770256042,0.6065475611310256,11.524403661489487,0.6045255410043817,11.485985279083252,0.5569103103327123,10.581295896321535,0.05263157894736842,0.0,0.017543859649122806,0.008771929824561403,78.89473684210526,0.05263157894736842,0.12631578947368421,0.0,0.0,0.0,0.0,0.8180137163472766,0.593022009504861,4.744176076038888,0.07017543859649122,0.3217899671484007,0.0,1.0,0.006289308176100629,0.0,0.0,0.0,0.99583590628529,0.37455224399903897,0.030266760245733004
761422,5.0,1,,5.0,5.0,5.0,5.0,9999,4400000,13,42,1,5.0,0,,"Chalfont_PA, Colmar_PA, Ambler_PA, Bala Cynwyd_PA, Huntingdon Valley_PA, Bryn Mawr_PA, Dresher_PA, Flourtown_PA, Fort Washington_PA, Gladwyne_PA, Glenside_PA, Narberth_PA, Oreland_PA, Villanova_PA, Wayne_PA, Wynnewood_PA, Philadelphia_PA, Norristown_PA, King of Prussia_PA, Blue Bell_PA, Collegeville_PA, Conshohocken_PA, Gwynedd_PA, Harleysville_PA, Lafayette Hill_PA, Lansdale_PA, North Wales_PA, Plymouth Meeting_PA, Spring House_PA",HELPING FAMILIES BUY AND SELL HOMES!!!,,Trish Franklin,Pennsylvania,0.0,1.0,15.29484046842242,13,5.0,29,1,1,0.8877021670341492,,1.0,0.8877021670341492,0.5340004302561283,0.5340004302561283,0.5893538519740105,0.5893538519740105,0.5400685742497444,0.5400685742497444,0.6000432148575783,0.6000432148575783,0.6013830229640007,0.6013830229640007,0.5678003802895546,0.5678003802895546,0.5952337384223938,0.5952337384223938,0.5430502519011497,0.5430502519011497,0.0,0.0,0.16666666666666666,0.16666666666666666,390.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.57136668311432,4.57093346491456,0.16666666666666666,0.4181224535991219,0.0,1.0,0.040880503144654086,0.026022304832713755,0.0,0.0,0.9958540684507046,0.3785267751379879,0.07554238751424203
761463,5.0,32,0.0,5.0,5.0,5.0,5.0,249900,849700,8,56,32,5.0,96,23.11,"Dallastown_PA, Dover_PA, Felton_PA, Hanover_PA, Manchester_PA, New Freedom_PA, Red Lion_PA, Seven Valleys_PA, Shrewsbury_PA, Thomasville_PA, Windsor_PA, York_PA, York & Lancaster County PA, Dauphin & Cumberland County PA","ABR, Associate Broker, ABR-accredited buyer representative, SFR-Short Sale Designation, SRS-Seller Representative Specialist, Residential Construction Certified, New Homes Specialist, Luxury Home Specialist, Buyer's agent, Seller's agent","ABR, SFR, PSA",Donna Troupe,Pennsylvania,23.11,1.0,13.304354879736302,8,5.0,14,3,10,0.8904497232288122,0.17793710737086074,32.0,0.9154658988118172,0.5575081787028466,17.840261718491092,0.6425513727590442,20.561643928289413,0.5724290631769691,18.31773002166301,0.626836949493736,20.058782383799553,0.623132067383267,19.940226156264544,0.628667927114293,20.117373667657375,0.6091977476608008,19.494327925145626,0.5651747805532068,18.085592977702618,0.05803571428571428,0.0,0.05208333333333333,0.020833333333333332,77.1875,0.10416666666666666,0.09375,0.0,0.0,0.0,0.0,0.8489417590655465,0.6031872608555204,4.8254980868441635,0.11011904761904762,0.3313382539602945,0.4566291246789172,1.0,0.025157232704402517,0.012081784386617101,0.2,0.23684210526315788,0.9959555056700174,0.6619880764149303,0.05572375736885975
812908,5.0,2,0.0,5.0,5.0,5.0,5.0,116900,345000,6,0,2,5.0,55,25.11,"DeRidder_LA, Evans_LA, Pitkin_LA, Rosepine_LA, Anacoco_LA, Hornbeck_LA, Leesville_LA, Many_LA, Fort Polk_LA, New Llano_LA, Alexandria_LA, Elizabeth_LA, Kinder_LA, Dry Creek_LA, Longville_LA, Merryville_LA, Ragley_LA, Singer_LA, Sugartown_LA, Deville_LA, Pineville_LA, Forest Hill_LA, Gardner_LA, Hineston_LA, Tioga_LA, Florien_LA, Zwolle_LA, Kurthwood_LA, Slagle_LA, GREATER FORT JOHNSON, Vernon, Beauregard, Sabine, Allen, Rapides, Parishes","Investment Property, Sellers, Buyers, Relocation, PCS, Retirement, Second Homes, Condominiums Multi-Family, Estate, Military, Land, New Home Construction  Relocation, Second Home, Water Front Property, Commercial, All Aspects of Residential Real Estate, Buyer's agent, Seller's agent","SRS, RENE, C2EX",Vickie Karamales,Louisiana,25.11,1.0,12.337548176318213,6,5.0,36,3,18,0.9355676472187042,0.06827743097231471,2.0,0.9355676472187042,0.5945220775902271,1.1890441551804543,0.6559976562857628,1.3119953125715256,0.6127861849963665,1.225572369992733,0.6923550665378571,1.3847101330757141,0.6694088354706764,1.3388176709413528,0.6385012716054916,1.2770025432109833,0.6610853374004364,1.3221706748008728,0.6007217653095722,1.2014435306191444,0.07142857142857142,0.0,0.0,0.0,25.0,0.08333333333333333,0.05,0.0,0.0,0.0,0.0,0.9360864238139239,0.6406722743995488,5.12537819519639,0.07142857142857142,0.24381912561462227,0.4961470065204505,1.0,0.018867924528301886,0.032527881040892194,0.2,0.4473684210526316,0.9976212174613152,0.6864978787408526,0.048087657598931605
