advertiser_id,review_id,rating,comment,display_name,describe_yourself,location,year,transaction_date,started_timestamp,source_id,responsiveness,negotiation_skills,professionalism_communication,market_expertise,link,reply
492602,94e10d89-f2cf-44c7-b44f-db60cb52e374,5.0,"Jim was extremely helpful.  We lived 500 miles away and had to depend on him to not only be our realtor but be our eyes and ears.  In today’s market houses would go under contract before we could get there.  He understood exactly what we were looking for.
We are very satisfied, Thanks Jim
Tana &amp; Larry Snyder

Jim took what was a very anxious time of moving from one state to another, figuring out the timing, storage, and differences between Missouri &amp; Illinois real estate laws and walked us through that.  We are very grateful,  Tana&amp; Larry Snyder

Excellent!",Tana & Larry Snyder,BUYER,"Morris, IL",,2021-07-01,2021-11-21T04:11:03Z,RS,5.0,4.0,5.0,5.0,,
492602,db38c0e3-a084-4a8e-a33f-1eebfaaa2682,5.0,N/A,verified client,BUYER,"Tonica, IL",,2021-11-17,2021-11-20T04:50:04Z,RS,5.0,5.0,5.0,5.0,,
492602,86914633-fd04-43ab-be58-b26f3ee6a408,5.0,N/A,verified client,SELLER,"Dwight, IL",,2021-10-06,2021-11-20T02:57:03Z,RS,5.0,5.0,5.0,5.0,,
492602,bdaa061d-51b9-4ed7-b43c-82cfe37d0810,5.0,N/A,verified client,SELLER,"Morris, IL",,2021-09-02,2021-11-19T00:06:14Z,RS,5.0,5.0,5.0,5.0,,
492602,c19b41ec-f731-4c4c-bcdc-e2697ce27e4d,5.0,N/A,verified client,BUYER,"Morris, IL",,2021-07-18,2021-07-19T23:05:02Z,RS,5.0,5.0,5.0,5.0,,
492602,6c3f390a-767e-4b17-8e8a-42cfc77a78f7,5.0,N/A,verified client,SELLER,"Marseilles, IL",,2021-06-03,2021-06-06T23:18:34Z,RS,5.0,5.0,5.0,5.0,,
492602,881ed3cd-6192-44d4-9edf-15e380dcae7f,5.0,"Wouldn't choose another person to do the job! 

AS","Austin, Morris",SELLER,"Morris, IL",,2021-05-30,2021-05-31T11:50:18Z,RS,5.0,5.0,5.0,5.0,,
492602,02c8507c-e9cc-46ea-8842-b05370119004,5.0,"Jim Maskel was always on time, answered all my questions and took my many phone calls. He made himself available at all times of the day. I found myself calling him once at 9:00PM and didn't realize it until later. i apologized for it later and he handled it very nicely and said it was ok. Being in business myself I knew it was not ok, but that is the kind of guy Jim is. Jim has many great charcteristics.",Virginia Olson 301 Carriage Drive,SELLER,"Morris, IL",,2021-05-02,2021-05-20T02:18:53Z,RS,5.0,5.0,5.0,5.0,,
492602,d15c30af-8864-40f0-8824-9aca52de9306,5.0,"Jim done an excellent job, always keeping in touch on a daily basis. I would highly recommend that you consider Jim Maskel when putting your property on the market to sell.",Virginia Olson 301 Carriage Drive,SELLER,"Morris, IL",,2021-05-02,2021-05-04T02:12:07Z,RS,5.0,5.0,5.0,5.0,,
492602,41737b56-7913-4864-b167-ca3eaa04ce5d,5.0,"Jim was fantastic to work with! We appreciate his timely response, attention to detail, caring assistance and expert guidance. 

We are grateful for Jim’s expertise and professionalism.

Jim made it all very easy! He was a pleasure to work with. ","Kelly Myers, Huntsville",SELLER,"Coal City, IL",,2021-04-07,2021-04-23T00:52:57Z,RS,5.0,5.0,5.0,5.0,,
492602,21790e4c-0776-4c3b-a3e3-a4d3575eb26b,5.0,N/A,verified client,SELLER,"Morris, IL",,2021-02-11,2021-03-10T12:32:25Z,RS,5.0,5.0,5.0,5.0,,
492602,dbee5b3b-b20b-407a-8544-e6bdc3e8a1be,5.0,"Jim Maskel helped my wife and me locate properties and their owners/agents, negotiated the terms of the sale, and recommended local attorneys to help with our closing.  We could not be more satisfied with his services.","James Kezerle, Lemont, IL",BUYER,"Morris, IL",,2021-01-17,2021-02-18T11:09:19Z,RS,5.0,5.0,5.0,5.0,,
492602,0cdb7df5-87f8-444d-a2b8-c61752f8a36c,5.0,N/A,verified client,BUYER,"Morris, IL",,2021-01-04,2021-01-05T02:36:25Z,RS,5.0,5.0,5.0,5.0,,
492602,dd8aaecc-be06-400b-a79d-1d25c0ba0eac,5.0,"As an anxious first time home seller, Jim Maskel really put me at ease. He was kind, patient and knowledgable. He responded promptly to all of my questions and concerns. Jim exceeded my expectations, and I would not hesitate to recommend his services.","Jessica Price, Dwight",SELLER,"Dwight, IL",,2020-10-30,2020-10-31T06:32:03Z,RS,5.0,5.0,5.0,5.0,,
492602,c58010b0-3a60-4deb-9552-b2a588aa6ca5,5.0,"Jim was professional from start to finish. He was very knowledgeable and looked after my every need. He comes with the highest of recommendations. If given the chance, I'll direct anyone in the market to him. ",Jim Adair,BUYER,"Ottawa, IL",,2020-10-28,2020-10-28T10:00:21Z,RS,5.0,5.0,5.0,5.0,,
492602,fc8e9216-79c0-4971-8c48-415d253986c9,5.0,Fantastic person to work with!,A w pflibsen ill,BUYER,"Coal City, IL",,2020-09-27,2020-09-27T11:08:39Z,RS,5.0,5.0,5.0,5.0,,
492602,c6428847-c4b0-4017-b95b-7a9790bb4ad2,5.0,Jim provided me with excellent representation in my purchase of both residential and investment property. ,"Tom, Morris, IL",BUYER,"Morris, IL",,2020-08-19,2020-08-22T09:20:45Z,RS,5.0,5.0,5.0,5.0,,
492602,d5e28423-d9ac-44b9-a455-7a6781970800,5.0,Jim provided me with honest and straightforward representation in my purchase of both residential and investment property. I would highly recommend Jim to both buyers and sellers.,"Tom, Morris, Illinois",BUYER,"Morris, IL",,2020-08-19,2020-08-22T09:17:14Z,RS,5.0,5.0,5.0,5.0,,
492602,c0d39864-8238-4107-bf1c-0c1d3b19b67c,5.0,N/A,verified client,BUYER,"Morris, IL",,2020-08-14,2020-08-14T05:53:46Z,RS,5.0,5.0,5.0,5.0,,
492602,6ee7d99f-2be8-4b8f-943e-92e7c9243198,5.0,"Jim Maskel came out to evaluate this house as soon as we called him. Right from the start he had it listed and we had a prospective buyer in one day. Unfortunate circumstances prevented the buyers loan. We then had another buyer within 2 weeks. Jim stayed in touch throughout the entire time advising us when,where and what we needed to do. You cannot go wrong by selecting Jim Maskel as your agent.",Vicki & Brian Newell,SELLER,"Newark, IL",,2020-07-12,2020-07-14T00:30:58Z,RS,5.0,5.0,5.0,5.0,,
492602,5908f369-0471-405c-9c13-1d4827f29f31,5.0,"Jim helped us for a house for 3 years.  He sent us multiple prospects and was always willing to work with our schedules to make sure we got in to look quickly.  He was also very knowledgeable about the area, as well as things to look for when buying a home. 
We finally found our first home and we are so happy. We appreciate all his help and would totally reccomend him! ","Rachelle and Dustin, Morris, IL",BUYER,"Morris, IL",,2020-04-25,2020-04-25T13:27:42Z,RS,5.0,5.0,5.0,5.0,,
492602,5243f76a-5b8a-43a2-a86e-f17afd35abbc,5.0,"Jim markel did a fantastic job. Understood what I wanted, and worked to get what i needed. Very easy to approach and contact, friendly and trustworthy. Absolutely put by best interest first.","Nick Wohead, morris",BUYER,"Morris, IL",,2020-04-19,2020-04-24T06:39:46Z,RS,5.0,5.0,5.0,5.0,,
492602,93be04aa-f7ae-4ae2-a1c6-26c1afaf99ea,4.0,N/A,verified client,SELLER,"Morris, IL",,2020-02-01,2020-03-12T01:54:10Z,RS,4.0,4.0,4.0,5.0,,
492602,51b45a36-5e97-4248-8839-c2df22fff555,5.0,"Jim made our first time home buying experience a breeze. He was informative even when he didn't have to be. Smooth purchase and couldn't be happier with jim,'s service 5 stars 
",Karen and Roger Moore,BUYER,"Morris, IL",,2020-02-15,2020-02-18T11:17:20Z,RS,5.0,5.0,5.0,5.0,,
492602,e56a54d7-c644-400f-90ba-0d801d59dc7d,5.0,Our sale had quite a few hiccups along the way and Jim made the process stress-free and our minds at ease. If you want a knowledgeable agent call Jim! ,Tyler Mann-Seneca,BUYER,"Seneca, IL",,2020-02-15,2020-02-15T03:35:36Z,RS,5.0,5.0,5.0,5.0,,
492602,03ef9468-0c05-424c-896e-baaa9f40bf94,5.0,Jim went above and beyond for our sale and purchase. Jim was 100% attentive to our needs and always kept us informed on what was going on. Jim is extremely knowledgeable in RE and wouldn't recommend anyone else!,Kaylea Mann-Seneca ,SELLER,"Morris, IL",,2020-02-15,2020-02-15T03:32:41Z,RS,5.0,5.0,5.0,5.0,,
492602,dd5c4ff7-bd25-44e5-a49d-cab4bedafe02,5.0,N/A,verified client,SELLER,"Lockport, IL",,2019-06-08,2019-11-13T07:16:32Z,RS,5.0,5.0,5.0,5.0,,
492602,87bfc05f-1fd8-4cf0-a4cf-19b7636b5ea8,5.0,N/A,verified client,SELLER,"Morris, IL",,2019-11-10,2019-11-10T11:14:35Z,RS,5.0,5.0,5.0,5.0,,
492602,619308be-cacc-4e01-95f2-e2d3c963249d,5.0,"I had dealt with Jim in the past and he was patient enough to wait around until I was ready to start the house buying process again. 

Jim made everything so clear and concise. I knew exactly what I was getting into. 

Jim is the absolute best! He is so patient and kind. He is also very quick. I would tell him I was interested in a property and he would have an appointment the same or next day for me to do a walk through. He is very trustworthy and I always knew he had my best interest at hand. ",Paige Wilson 543 Silver Leaf Dr,BUYER,"Joliet, IL",,2019-11-02,2019-11-04T06:45:23Z,RS,5.0,5.0,5.0,5.0,,
492602,f2fa95fe-7dd1-499f-88fc-d0a9bd13c1ae,5.0,N/A,verified client,SELLER,"Morris, IL",,2019-10-25,2019-10-25T05:53:18Z,RS,5.0,5.0,5.0,5.0,,
492602,aff8cf2b-5e39-4aab-9679-81a9dee5d623,5.0,Jim is fabulous to work with...he is extremely knowledgeable and pays great attention to detail.  He sincerely cares about his clients and it shows.  We are so happy with our purchase!  We appreciate all Jim’s assistance and expertise throughout the process!  Thank you!,"Nancy Ortiz, Morris IL",BUYER,"Morris, IL",,2019-10-04,2019-10-18T10:35:07Z,RS,5.0,5.0,5.0,5.0,,
492602,6f6577af-61a7-45cb-8a8b-9d29bf13df9d,5.0,"He started listing my house one day and the next l had  2 offers and signed a contract. He kept on top of the inspection, the appraisal, the survey and all other documents which made the closing go as smooth as possible. I don’t think you can improve on that. I would highly recommend him to a friend or family member. ","Richard Olha     Coal City, Il.",SELLER,"Coal City, IL",,2019-10-18,2019-10-18T07:06:18Z,RS,5.0,5.0,5.0,5.0,,
492602,59603702-02c7-4992-ab09-3be8e854fa0c,5.0,We really like working with Jim.  He is very knowledgeable about the area and pleasant to work with.,"Paul & Dee Dee S., Morris, IL",BUYER,"Marseilles, IL",,2019-09-27,2019-10-03T23:44:59Z,RS,5.0,5.0,5.0,5.0,,
492602,f9fc4585-22bf-4b78-b725-92e7d52f08fe,5.0,Excellent service.  Answered all questions in a timely and thorough manner,"Brandon, Morris ,IL",BUYER,"Morris, IL",,2019-07-25,2019-08-31T13:32:38Z,RS,5.0,5.0,5.0,5.0,,
492602,1b128d50-906f-4702-b564-5190656ad1f0,5.0,N/A,verified client,SELLER,"Morris, IL",,2019-07-25,2019-08-30T07:40:33Z,RS,5.0,5.0,5.0,5.0,,
492602,cb283af1-1a80-4dc8-9431-ae78a03fca4a,5.0,"Jim has been my realtor several times and as long as he is one, when I need one, I will choose him again. He is very knowledgeable and organized. His response time with any question or need is speedy. Great realtor!!

","Donna Peterson,Morris IL",SELLER,"Morris, IL",,2019-08-18,2019-08-20T03:55:26Z,RS,5.0,5.0,5.0,5.0,,
492602,fbffb9d4-5726-476e-ac1e-efd8e0a14b60,5.0,"Jim Maskel has a stellar reputation as a realtor. When we elected to sell our home, we only sought to work with Jim. 

Jim was spot on for pricing and market analysis, and we had an excellent solid offer/contract in the first 12 hours the house was listed. 

Jim is a true professional and he knows real estate like no other. He is excellent to work with, we will definitely recommend him to anyone we know looking to sell or buy real estate.","Paul & Jen Waters, Aurora, IL",SELLER,"Morris, IL",,2019-06-05,2019-06-05T05:19:20Z,RS,5.0,5.0,5.0,5.0,,
492602,a7bc88ab-8f3a-432b-96f3-b761d5266359,5.0,"Jim has a very good reputation for being a stellar realtor. Hi great reputation alone was the main driver to only want to work with him for our sale and purchase.

Even though we were moving to a different town, about 45 minutes away, Jim took the time to understand the market in that area and offered great guidance on pricing and negotiation

Jim is great and I will definitely recommend him to everyone I know that is looking to sell or buy","Jen & Paul Waters, Aurora, IL",BUYER,"Aurora, IL",,2019-05-30,2019-06-02T23:14:08Z,RS,5.0,5.0,5.0,5.0,,
492602,38eea659-89a6-4ef0-ae9f-2f36edf6a925,5.0,Jim was awesome ,Tyler McDaniel,BUYER,"Gardner, IL",,2018-10-13,2018-10-13T04:01:05Z,RS,5.0,5.0,5.0,5.0,,
492602,219df8bf-6102-4c08-89a6-938f17c33af6,5.0,"Jim was great. Helped me step by step when it came to preparing my house for sale and all through the process of the sale itself. Always support helpful, answering my calls, texts, or emails. ","Austin Stubner, Morris",SELLER,"Morris, IL",,2018-10-04,2018-10-04T07:09:08Z,RS,5.0,5.0,5.0,5.0,,
492602,e4b6044e-f19d-41b9-af82-898735ce4dcf,5.0,"I have known Jiim my whole life and knew that he would be understanding in the sale of my father's house after his unexpected passing. He was patient and kind and absolutely 100% professional.

He responded immediately to any questions and was accessible at all times. 

Jim is an excellent broker and I would recommend him to anyone.","Careen Gordon, Chicago",SELLER,"Morris, IL",,2018-09-12,2018-09-25T06:28:00Z,RS,5.0,5.0,5.0,5.0,,
492602,e598996b-b00c-4544-9ae5-55ea6a6d5ac9,5.0,"Jim Maskel was available to us at any day or time. His experience and advice were invaluable. He had the greatest knowledge of our property and could answer any question. Jim Maskel made difficult decisions much more manageable, and his personal support was invaluable.
I would recommend Jim Maskel to any friends or relatives facing a property sale or purchase.","Richard Smith, Frankfort, IL",SELLER,"Morris, IL",,2018-09-12,2018-09-12T22:25:44Z,RS,5.0,5.0,5.0,5.0,,
492602,0408170a-221a-4b7c-b176-755ddc1ba9d4,5.0,N/A,verified client,BUYER,"Morris, IL",,2018-09-02,2018-09-03T01:48:14Z,RS,5.0,3.0,5.0,4.0,,
492602,418708d9-cf72-469b-8e3e-23ec9d5fb4db,5.0,I couldn't ask for a better realtor to work with. Exceeded my expectations!,"John Gallion, Marseilles, IL",BUYER,"Marseilles, IL",2018,2018-08-02,2018-08-02T03:56:02Z,RS,5.0,5.0,5.0,5.0,,
492602,4b784575-47b3-4c60-ba61-583881eaba69,5.0,"Jim is a class act. Top notch professional and working for the best office in the area.  How could anyone choose any other agent?
Jim really cares about his clients. I really felt as though he was looking out for me and had my best interests in mind when going through the entire selling process.
I will definetly use Jim and Century 21 Coleman-Hornsby in the future.  Thank you, Jim!","Kevin Schramm, Morris",SELLER,"Dwight, IL",2018,2018-07-29,2018-07-30T01:04:36Z,RS,5.0,5.0,5.0,5.0,,
492602,eeb3a3f8-a312-4de5-aa54-66d015f94b42,5.0,Jim was extremely helpful in all areas. Quick response to all questions and concerns. Thank Jim for the help. ,Jeff Beck,BUYER,"Morris, IL",2018,2018-07-07,2018-07-14T10:31:13Z,RS,5.0,5.0,5.0,5.0,,
492602,f544859b-63a7-443c-a408-7a594c16a459,5.0,"We were at a distance, and Jim Maskel went above and beyond what we expected. A lot of complications occurred late in the sale process, and Jim handled them. We highly recommend Jim Maskel!","Jim Johnson, Naperville",SELLER,"Seneca, IL",2018,2018-07-04,2018-07-04T08:39:36Z,RS,5.0,5.0,5.0,5.0,,
492602,6b8ba2aa-b8e4-4d94-8919-19595649df50,5.0,"As I was buying my first house, I had a ton of questions and Jim Maskel was always willing to take the time to answer them.  He answered phone calls or texts at night and weekends right away. I had a great experience buying my home due to his knowledge and patience. ",Mike Stutzki,BUYER,"Morris, IL",2018,2018-06-14,2018-06-17T13:03:11Z,RS,5.0,5.0,5.0,5.0,,
492602,0f2e16d9-49c3-46da-9ebb-3b60f1e36e4c,5.0,N/A,verified client,BUYER,"Morris, IL",2018,2018-05-26,2018-05-26T22:57:25Z,RS,5.0,5.0,5.0,5.0,,
492602,571d0dc2-7bb1-439d-90be-b411e4be835f,5.0,We were very satisfied with Jim Maskel.  He went above and beyond to make sure we got the most out of our property.  He worked well with all the parties involved.  We will use Jim for any and all of our real estate needs going forward.  ,"Bill Martin, Morris IL",SELLER,"Morris, IL",2018,2018-04-14,2018-04-14T06:31:00Z,RS,5.0,5.0,5.0,5.0,,
492602,b64fa68f-3175-413d-873f-451f14b9d721,5.0,It was wonderful to work with Jim. He’s very knowledgeable and a really friendly guy,Gail Smith. Morris Illinois ,SELLER,"Morris, IL",2018,2018-03-25,2018-03-25T12:07:35Z,RS,5.0,5.0,5.0,5.0,,
492602,934dc728-634c-4ce7-9948-83a9cf6f67bc,5.0,N/A,verified client,SELLER,"Morris, IL",2018,2018-02-25,2018-02-25T15:29:52Z,RS,5.0,5.0,5.0,5.0,,
492602,34bdcb6a-3b1a-4a61-9554-67bbb5c8ae08,5.0,Great guy. Knows his stuff.,"SHELIA WILLIS, Moris, I'll ",SELLER,"Seneca, IL",2018,2018-01-21,2018-01-25T11:29:58Z,RS,5.0,5.0,5.0,5.0,,
492602,3337e060-2884-49df-bddf-5ea1a0264318,5.0,"Jim is straightforward, truthful, and very knowledgeable. I trust his opinion and I'm thankful to have had him as my agent.","Tim Wilkinson, Morris, IL",SELLER,"Morris, IL",2017,2017-11-08,2017-11-25T01:25:13Z,RS,5.0,5.0,5.0,5.0,,
492602,056b3ff7-cbe1-4c00-bce8-d8e82eb52d45,5.0,N/A,verified client,BUYER,"Mazon, IL",2017,2017-10-20,2017-10-20T04:22:52Z,RS,5.0,5.0,5.0,5.0,,
492602,0a48fae8-31bd-4873-9405-7496aa08e0fc,5.0,"Jim Maskel has been the Best Agent to have worked on our behalf. I will always refer all Family and Friends to Jim! You are a true Realtor who is always there for his clients.
Love me some Jim Maskel!!",Henschens   Marseilles Il,BUYER,"Marseilles, IL",2017,2017-10-01,2017-10-13T02:55:22Z,RS,5.0,5.0,5.0,5.0,,
492602,4f64e19c-f689-446e-a823-5cb4099e028e,5.0,"We had Recommended Jim Maskel to our Aunt and Uncle who where moving out of state and needed to sell their home and also to our youngest son who was buying his first house. Both Family members where extremely happy with Jim. When we decided we were ready to move and also our Friends where looking, we both used Jim. He goes out of his way to be there for every aspect of your sale and also finding all of us our perfect future homes. I will ALWAYS highly recommend Jim Maskel to everyone!",RB and Kathy Henschen  Marseilles Il,SELLER,"Morris, IL",2017,2017-10-01,2017-10-13T02:50:15Z,RS,5.0,5.0,5.0,5.0,,
492602,67308c61-3e88-4eb1-ba8f-4a24434b276f,5.0,"Jim Maskel made the purchase of Jordan Court painless.  He answered all questions that we had in a timely manner.  He was available for us, day/night/weekends. 

Jim is the best of the best.","Patti Nowman, Morris, IL",BUYER,"Morris, IL",2017,2017-10-07,2017-10-10T07:08:13Z,RS,5.0,5.0,5.0,5.0,,
492602,cf874d4a-ddfd-463a-835c-240bc7a59339,5.0,"Jim Maskel is an excellent realtor.  He is knowledgeable and worked diligently to sell our property.  I would recommend Jim to all of my friends and relatives.

Jim was available day or night to answer any and all questions.  He made the selling of our property painless.  Jim has an excellent sense of humor which is vital in making his clients at ease.

","Patti Nowman/Lori Carlson, Morris, IL",SELLER,"Morris, IL",2017,2017-10-07,2017-10-10T07:03:04Z,RS,5.0,5.0,5.0,5.0,,
492602,1704a56b-baae-42bd-b347-001ea3493168,5.0,N/A,verified client,BUYER,"Minooka, IL",2017,2017-09-25,2017-10-03T04:44:18Z,RS,5.0,5.0,5.0,4.0,,
492602,ea32c526-ae0a-4427-a561-94c8d5227a0b,5.0,"Jim Maskel was extremely helpful. He we above and beyond. He would answer our questions immediately day or night. I would highly recommend him to our friends and family.

Jim Maskel was very knowledgeable and helpful. We are extremely thankful for his hard work.

Just great Broker overall, very thankful that we had him for our first home purchase.","Eric & Monica McLelland, Channahon IL",BUYER,"Channahon, IL",2017,2017-09-03,2017-09-03T12:55:24Z,RS,5.0,5.0,5.0,5.0,,
492602,c3af2099-7cf8-4415-90b5-6d323fe56629,5.0,N/A,verified client,BUYER,"Minooka, IL",2017,2017-09-01,2017-09-02T22:11:44Z,RS,5.0,5.0,5.0,5.0,,
492602,4e41448b-6939-4650-9963-141d58284c20,5.0,We have dealt with Jim Maskel before and were amazed at his patience with us. He is kind most of the time and tough when the situation calls for it.  A credit to the industry. ,Ed and Gloria Watson Ottawa,SELLER,"Ottawa, IL",2017,2017-08-27,2017-08-27T06:40:29Z,RS,5.0,5.0,5.0,5.0,,
492602,a1bfd2e8-0eb4-4dea-bfcf-2ce6cc723012,5.0,Jim did an amazing job helping us sell our home! I would recommend his services to anyone in need of a great realtor!,"Kyle Bachman, Minooka",SELLER,"Minooka, IL",2017,2017-08-03,2017-08-10T08:53:39Z,RS,5.0,5.0,5.0,5.0,,
492602,9216e839-0f61-47e3-ad51-2b5ec7de5b9d,5.0,"I was very happy with the job Jim Maskel did selling a house for me.  He was really easy to work with, very knowledgeable, and extremely professional!  I would highly recommend him!",Jeff Wignes Marseilles ,SELLER,"Marseilles, IL",2017,2017-05-22,2017-05-22T13:04:03Z,RS,5.0,5.0,5.0,5.0,,
492602,61ebc25d-10fe-4a64-b875-37a0a2111c1f,5.0,"He had been helping us try to find the home that was right for us for almost 2 years. He never gave up and was always dedicated to us. 

Was so impressed how he paid such close details to all the negative and positives at a property. ",Danielle Thompson Dwight,BUYER,"Dwight, IL",2017,2017-04-08,2017-04-09T02:32:48Z,RS,5.0,5.0,5.0,5.0,,
492602,f8001082-7dfd-4c6e-9403-b41f444dcf1e,5.0,have used Jim more than once. completely sat[sf[ed. would and have recommened him.,"Richard Virgo, Morris",SELLER,"Seneca, IL",2017,2017-03-15,2017-03-29T01:53:17Z,RS,5.0,4.0,5.0,5.0,,
492602,0e7b9912-a0a3-43c2-876b-e868c0a24182,5.0,"Jim &amp; Century 21 team did an excellent job marketing our home. Even during the slower months around the holidays, we had consistent interest in the property. When the caravan of realtors came through, I knew we were in a great position to sell our home. 
Thanks to all for your effort and to Jim. Very professional &amp; will get more referrals from me as well. 
Chris Ortiz","Chris Ortiz,  Morris Il",BUYER,"Morris, IL",2017,2017-03-19,2017-03-20T19:14:21Z,RS,5.0,5.0,5.0,5.0,,
492602,52eb79f5-fc5b-4af4-98f6-9fd8250057ac,5.0,N/A,verified client,SELLER,"Morris, IL",2017,2017-03-05,2017-03-10T01:39:14Z,RS,5.0,5.0,5.0,5.0,,
492602,85b46809-be65-4996-ba85-43920bcfb8fe,5.0,N/A,verified client,SELLER,"Mazon, IL",2017,2017-01-30,2017-02-08T01:28:47Z,RS,5.0,5.0,5.0,5.0,,
492602,de293a75-741d-4c30-814e-e5d7acd133e8,5.0,"Jim was very professional,courteous,on time and made this whole experience pleasant.We definitely will use Jim Maskel again as we have additional property listed with him now. Very good experience overall","Richard Virgo, Morris",SELLER,"Seneca, IL",2016,2016-12-02,2016-12-14T07:58:33Z,RS,5.0,5.0,5.0,5.0,,
492602,e3648edc-4dae-4c69-a5e1-db80be9e6f1f,5.0,N/A,verified client,BUYER,"Oswego, IL",2016,2016-11-11,2016-11-13T02:55:43Z,RS,4.0,5.0,5.0,4.0,,
492602,0d49d2f0-568f-4d4d-b7a3-57f2ede7f83c,5.0,"Jim helped me buy my first house and made the process as simple as possible! I never thought that I would be able to purchase a house at such a young age. I didn't really know what I was doing, and Jim helped me through every step of the way. I really appreciate everything!!","Taryn Cain, Morris, IL",BUYER,"Morris, IL",2016,2016-08-21,2016-09-29T08:51:37Z,RS,5.0,5.0,5.0,5.0,,
492602,741d1019-dd7c-4c61-aecb-2008da7a7574,5.0,N/A,verified client,SELLER,"Morris, IL",2016,2016-09-15,2016-09-18T05:56:37Z,RS,5.0,4.0,5.0,5.0,,
492602,8e5940cf-d974-4253-b49a-0dc08fa3f63e,5.0,N/A,verified client,SELLER,"Mazon, IL",2016,2016-08-13,2016-08-18T03:29:13Z,RS,5.0,5.0,5.0,5.0,,
492602,e0f9d39d-1df9-4aa5-98fc-9277ca851219,5.0,"I have known Jim for many years. He is very good at what he does. We couldn't have done it without him.. We will recommend to all our family and Friends. Thank you Again Jim.
",Ken & Jeannie Corbin,SELLER,"Braidwood, IL",2016,2016-08-06,2016-08-08T22:16:28Z,RS,5.0,5.0,5.0,5.0,,
492602,26773e6e-668b-4882-82f9-fe8a74ea89a3,5.0,Jim is the man to see if your looking to buy or sell in or around Grundy County! Highly recommended!,"Darren Maskel Glenney, Morris",BUYER,"Morris, IL",2016,2016-06-29,2016-06-29T04:40:04Z,RS,5.0,5.0,5.0,5.0,,
492602,831ec8ae-7f21-4e53-8e4f-096ceae543af,5.0,N/A,verified client,SELLER,"Morris, IL",2016,2016-04-06,2016-04-27T02:15:18Z,RS,5.0,5.0,5.0,5.0,,
492602,3e67d3f9-2667-41c9-946f-69d925704873,5.0,Jim did a great job and i will recommend him to everyone i know ,john Shaughnessy at Brock industrial,SELLER,"Coal City, IL",2016,2016-04-24,2016-04-26T04:49:33Z,RS,5.0,5.0,5.0,5.0,,
492602,5cbaebf5-e3fb-4307-9522-6a404c654b9d,5.0,"This is our second home purchase/sale with Jim Maskel.  Both closings were done in 45 minutes.  His knowledge of the closing process as well as his guidance regarding lenders, inspectors, etc. is top notch.

Jim handled all aspects of our home sale in a timely and professional manner.  ","Bill Bekker, Crest Hill, Il.",SELLER,"Morris, IL",2016,2016-03-12,2016-03-12T13:39:04Z,RS,5.0,5.0,5.0,5.0,,
492602,177c6100-1974-42a1-a245-4d2042223901,5.0,"Before I thought about buying a house, I was all for renting. Jim helped me out greatly, then I went and changed plans after liking at a few rentals. Never skipping a beat, Jim recommended what I needed to do. He stayed on top of everything, especially when I wasn't. He definitely wasn't afraid to call or text me multiple times to make sure I was getting the things I needed to get done, done. I can't thank Jim enough for helping me!","Austin Stubner, Morris",BUYER,"Morris, IL",2016,2016-01-30,2016-03-10T08:55:50Z,RS,5.0,5.0,5.0,5.0,,
492602,1cf1b2f2-54b8-4698-9363-f57d925a924c,5.0,N/A,verified client,SELLER,"Morris, IL",2016,2016-01-27,2016-02-25T04:37:07Z,RS,5.0,5.0,5.0,5.0,,
492602,703d9c9f-fa0f-4e3e-bd3e-ae6aa586e5bb,5.0,"Would highly recommend Jim to friends and relatives. 
Thank you Jim and Century 21 staff",Jeff Beck Morris il,SELLER,"Morris, IL",2015,2015-12-19,2015-12-19T04:23:18Z,RS,5.0,5.0,5.0,5.0,,
492602,09df6ec0-a97b-4b65-bcf6-50b6e76308d6,5.0,N/A,verified client,BUYER,"Morris, IL",2015,2015-11-25,2015-12-03T12:54:58Z,RS,5.0,5.0,5.0,5.0,,
492602,80365f27-11bc-43ae-a7cf-78c3766c776b,5.0,N/A,verified client,SELLER,"Morris, IL",2015,2015-09-30,2015-09-30T22:34:45Z,RS,5.0,5.0,5.0,5.0,,
492602,fb6e58f1-d250-4e43-a25e-def7f890fe2f,5.0,"Century 21 Coleman-Hornsby is the leader of home sales in our area.   I would never consider working with another company for real estate,  Century 21 Coleman-Hornsby is your best choice!  

Jim Maskel  was very professional,  understood our needs and took tremendous care of us throughout our transaction.   We highly recommend Jim as an agent to anyone looking to buy or sale real estate.   You will not be disappointed! ",Cindie Hunt. ,SELLER,"Morris, IL",2015,2015-09-23,2015-09-30T06:40:53Z,RS,5.0,5.0,5.0,5.0,,
492602,42dd979a-ebdc-496f-af59-a78abab2e44e,5.0,N/A,verified client,SELLER,"Morris, IL",2015,2015-08-16,2015-08-17T10:55:06Z,RS,5.0,5.0,5.0,5.0,,
492602,672637a7-60f7-4ee8-9c5c-fc9aab135232,5.0,Jim Maskel made the stress and anxiety of buying our first home virtually disappear from the moment we met him at our first showing. His knowledge of the area and housing market was incredibly helpful and he had the patience to walk us through each step of the home searching process. We trusted his input and insights on the aspects of homes that we were considering and ultimately ended up with the perfect home to meet our needs. We would recommend Jim to any couple looking for a wonderful home buying experience! ,"Amanda and Kyle Bachman, Minooka IL",BUYER,"Minooka, IL",2015,2015-08-12,2015-08-12T08:55:34Z,RS,5.0,5.0,5.0,5.0,,
